SampleID,Cruise,Station,Latitude,Longitude,Depth,Longhurst_Short,Longhurst_Long,Plas_Domain,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV_name,Raw.Sequence.Counts,Temperature,Salinity,Oxygen,Silicate,NO2,NO3,NOx,NH3,PO4
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,,,GRUMP163361,40.4075225721207,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,GRUMP133869,166.681030609998,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Collophidiidae,,,GRUMP179600,16829.7331512883,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Liosphaeroidea_X,Liosphaeroidea_XX,Liosphaeroidea_XX_sp.,GRUMP148700,161.630090288483,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-IV_X,RAD-B_X_Group-IV_XX,RAD-B_X_Group-IV_XX_sp.,GRUMP100889,106.069746751817,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Astrosphaeridae,Heliosphaera,Heliosphaera_sp.,GRUMP140994,111.120687073332,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Liosphaeroidea_X,Liosphaeroidea_XX,Liosphaeroidea_XX_sp.,GRUMP136701,343.463941863026,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,GRUMP133876,50.5094032151508,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-IV_X,RAD-B_X_Group-IV_XX,RAD-B_X_Group-IV_XX_sp.,GRUMP101589,55.5603435366659,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Astrosphaeridae,Heliosphaera,Heliosphaera_sp.,GRUMP133873,55.5603435366659,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Spumellaria_4b,Spumellaria_4b_X,Spumellaria_4b_X_sp.,GRUMP147883,85.8659854657564,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-A,RAD-A_X,RAD-A_Xb,RAD-A_Xb_X,RAD-A_Xb_X_sp.,GRUMP138303,25.2547016075754,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Liosphaeroidea_X,Liosphaeroidea_XX,Liosphaeroidea_XX_sp.,GRUMP136700,550.552495045144,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-III,RAD-B_X_Group-III_X,RAD-B_X_Group-III_X_sp.,GRUMP107488,106.069746751817,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,,,,GRUMP179601,50.5094032151508,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,GRUMP133316,131.324448359392,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,,,,GRUMP133877,313.158299933935,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ic,RAD-B_X_Group-Ic_X,RAD-B_X_Group-Ic_X_sp.,GRUMP102227,45.4584628936358,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ia,RAD-B_X_Group-Ia_X,RAD-B_X_Group-Ia_X_sp.,GRUMP119441,75.7641048227263,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Id,RAD-B_X_Group-Id_X,RAD-B_X_Group-Id_X_sp.,GRUMP117771,50.5094032151508,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-II,RAD-B_X_Group-II_X,RAD-B_X_Group-II_X_sp.,GRUMP117755,60.611283858181,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Astrosphaeridae,Cladococcus,Cladococcus_scoparius,GRUMP151573,40.4075225721207,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,,,,GRUMP151275,10.1018806430302,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_3,Acantharea_3a,Acantharea_3a_X,Acantharea_3a_X_sp.,GRUMP133338,20.2037612860603,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,GRUMP133327,90.9169257872715,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_A,Acantharea_A_X,Acanthoplegma,Acanthoplegma_sp.,GRUMP148723,40.4075225721207,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Collodaria_X,Collodaria_XX,Collodaria_XX_sp.,GRUMP179602,292.954538647875,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Liosphaeroidea_X,Liosphaeroidea_XX,Liosphaeroidea_XX_sp.,GRUMP136703,222.241374146664,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ib,RAD-B_X_Group-Ib_X,RAD-B_X_Group-Ib_X_sp.,GRUMP120620,40.4075225721207,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Anthessius,Anthessius_sp.,GRUMP146580,161.630090288483,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-III,RAD-B_X_Group-III_X,RAD-B_X_Group-III_X_sp.,GRUMP139698,35.3565822506056,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,,,GRUMP152126,70.7131645012112,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Collophidiidae,,,GRUMP179603,60.611283858181,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Liosphaeroidea_X,Liosphaeroidea_XX,Liosphaeroidea_XX_sp.,GRUMP150234,55.5603435366659,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,,,GRUMP120606,55.5603435366659,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Sphaerozoidae,,,GRUMP179605,25.2547016075754,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_2,Acantharea_2a,Acantharea_2a_X,Acantharea_2a_X_sp.,GRUMP153562,10.1018806430302,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Collophidiidae,,,GRUMP179606,25.2547016075754,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,,,,GRUMP125272,15.1528209645453,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N01,P16N,Station_12,-6,-151,1002.06,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Collophidiidae,,,GRUMP179609,15.1528209645453,4.37,34.55,86.9,78.46,0.02,39.42,39.44,,2.75
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_A,Acantharea_A_X,Acanthoplegma,Acanthoplegma_sp.,GRUMP117711,102.462725880551,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,GRUMP133869,192.117611026034,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Collophidiidae,Collophidium,Collophidium_serpentinum,GRUMP137256,19.2117611026034,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,,,,GRUMP130494,108.866646248086,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Liosphaeroidea_X,Liosphaeroidea_XX,Liosphaeroidea_XX_sp.,GRUMP126665,307.388177641654,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,,,GRUMP117728,89.6548851454824,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,GRUMP133876,44.8274425727412,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Liosphaeroidea_X,Liosphaeroidea_XX,Liosphaeroidea_XX_sp.,GRUMP133872,294.580336906585,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,,,,GRUMP133308,32.0196018376723,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-IVb,RAD-B_X_Group-IVb_X,RAD-B_X_Group-IVb_X_sp.,GRUMP104723,38.4235222052067,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Liosphaeroidea_X,Liosphaeroidea_XX,Liosphaeroidea_XX_sp.,GRUMP143258,262.560735068913,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Nassellaria_2,Nassellaria_2_X,Nassellaria_2_X_sp.,GRUMP108063,44.8274425727412,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ia,RAD-B_X_Group-Ia_X,RAD-B_X_Group-Ia_X_sp.,GRUMP108848,19.2117611026034,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Spumellaria_3,Spumellaria_3_X,Spumellaria_3_X_sp.,GRUMP140999,185.713690658499,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ic,RAD-B_X_Group-Ic_X,RAD-B_X_Group-Ic_X_sp.,GRUMP102227,25.6156814701378,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Apostomatia,Opalinopsidae,Chromidina,Chromidina_sp.,GRUMP105016,12.8078407350689,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Collophidiidae,,,GRUMP146595,57.6352833078101,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,GRUMP143264,32.0196018376723,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,,,,GRUMP140993,64.0392036753446,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Collosphaeridae,Siphonosphaera,Siphonosphaera_abyssi,GRUMP179675,198.521531393568,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Spumellaria_3,Spumellaria_3_X,Spumellaria_3_X_sp.,GRUMP155993,44.8274425727412,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_B,Acantharea_B2,Phyllostaurus_B2,Phyllostaurus_B2_echinoides,GRUMP150258,19.2117611026034,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,,,GRUMP148701,83.2509647779479,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Nassellaria,,,,GRUMP133879,38.4235222052067,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_C,Acantharea_C3,,,GRUMP179677,25.6156814701378,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ie,RAD-B_X_Group-Ie_X,RAD-B_X_Group-Ie_X_sp.,GRUMP179678,25.6156814701378,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N03,P16N,Station_12,-6,-151,502.87,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_B,Acantharea_B2,Phyllostaurus_B2,Phyllostaurus_B2_echinoides,GRUMP179679,19.2117611026034,8.33,34.64,53,32.69,0.02,36.49,36.51,,2.45
P16N-S12-N04,P16N,Station_12,-6,-151,255.02,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,GRUMP133869,791.953833871887,12.56,34.93,65,16.1,0.02,26.54,26.56,,1.95
P16N-S12-N04,P16N,Station_12,-6,-151,255.02,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Astrosphaeridae,Heliosphaera,Heliosphaera_sp.,GRUMP140990,605.924409808021,12.56,34.93,65,16.1,0.02,26.54,26.56,,1.95
P16N-S12-N04,P16N,Station_12,-6,-151,255.02,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Liosphaeroidea_X,Liosphaeroidea_XX,Liosphaeroidea_XX_sp.,GRUMP148700,361.428595324083,12.56,34.93,65,16.1,0.02,26.54,26.56,,1.95
P16N-S12-N04,P16N,Station_12,-6,-151,255.02,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_F,Acantharea_F3,,,GRUMP110487,797.268960273712,12.56,34.93,65,16.1,0.02,26.54,26.56,,1.95
P16N-S12-N04,P16N,Station_12,-6,-151,255.02,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,GRUMP133870,892.941235506558,12.56,34.93,65,16.1,0.02,26.54,26.56,,1.95
P16N-S12-N04,P16N,Station_12,-6,-151,255.02,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Liosphaeroidea_X,Liosphaeroidea_XX,Liosphaeroidea_XX_sp.,GRUMP126665,324.22271051131,12.56,34.93,65,16.1,0.02,26.54,26.56,,1.95
P16N-S12-N04,P16N,Station_12,-6,-151,255.02,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Radiolaria_X,Radiolaria_XX,Radiolaria_XXX,Radiolaria_XXXX,Radiolaria_XXXX_sp.,GRUMP134426,728.17231704999,12.56,34.93,65,16.1,0.02,26.54,26.56,,1.95
P16N-S12-N04,P16N,Station_12,-6,-151,255.02,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,,,GRUMP117728,882.310982702908,12.56,34.93,65,16.1,0.02,26.54,26.56,,1.95
P16N-S12-N04,P16N,Station_12,-6,-151,255.02,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,GRUMP133871,1621.11355255655,12.56,34.93,65,16.1,0.02,26.54,26.56,,1.95
P16N-S12-N04,P16N,Station_12,-6,-151,255.02,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Polycystinea,Spumellaria,Astrosphaeridae,Heliosphaera,Heliosphaera_sp.,GRUMP131171,79.7268960273712,12.56,34.93,65,16.1,0.02,26.54,26.56,,1.95
P16N-S12-N04,P16N,Station_12,-6,-151,255.02,PEQD,Trades - Pacific Equatorial Divergence Province,no_Eukaryota,Eukaryota,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.,GRUMP133876,526.19751378065,12.56,34.93,65,16.1,0.02,26.54,26.56,,1.95
