atleast,agglevel,clusters,method,dimension,TotalSum
AtLeastIn1,Family,Cluster25,Medoid,df_AbioticsDistance,149312.492624748
AtLeastIn1,Family,Cluster26,Ward,df_LatDephtDistance,17001.9780822841
AtLeastIn1,Family,Cluster26,Ward,df_AbioticsDistance,93717.1135204296
AtLeastIn1,Family,Cluster26,Medoid,df_LatDephtDistance,35956.4287841527
AtLeastIn1,Family,Cluster26,Medoid,df_AbioticsDistance,148388.324510532
AtLeastIn1,Family,Cluster27,Ward,df_LatDephtDistance,16796.4457140625
AtLeastIn1,Family,Cluster27,Ward,df_AbioticsDistance,92840.7990382037
AtLeastIn1,Family,Cluster27,Medoid,df_LatDephtDistance,35912.2160426228
AtLeastIn1,Family,Cluster27,Medoid,df_AbioticsDistance,148139.494393189
AtLeastIn1,Family,Cluster28,Ward,df_LatDephtDistance,16567.9185892886
AtLeastIn1,Family,Cluster28,Ward,df_AbioticsDistance,92533.6915993658
AtLeastIn1,Family,Cluster28,Medoid,df_LatDephtDistance,35027.5572287818
AtLeastIn1,Family,Cluster28,Medoid,df_AbioticsDistance,146458.953845969
AtLeastIn1,Family,Cluster29,Ward,df_LatDephtDistance,16259.3942450427
AtLeastIn1,Family,Cluster29,Ward,df_AbioticsDistance,89528.8698887207
AtLeastIn1,Family,Cluster29,Medoid,df_LatDephtDistance,34726.8400381833
AtLeastIn1,Family,Cluster29,Medoid,df_AbioticsDistance,145657.617454323
AtLeastIn1,Family,Cluster30,Ward,df_LatDephtDistance,15465.427788931
AtLeastIn1,Family,Cluster30,Ward,df_AbioticsDistance,84483.655589349
AtLeastIn1,Family,Cluster30,Medoid,df_LatDephtDistance,34217.2208304412
AtLeastIn1,Family,Cluster30,Medoid,df_AbioticsDistance,138012.38137602
AtLeastIn1,Family,Cluster31,Ward,df_LatDephtDistance,15427.49322995
AtLeastIn1,Family,Cluster31,Ward,df_AbioticsDistance,83117.6874614104
AtLeastIn1,Family,Cluster31,Medoid,df_LatDephtDistance,34134.0580450816
AtLeastIn1,Family,Cluster31,Medoid,df_AbioticsDistance,137981.919895819
AtLeastIn1,Family,Cluster32,Ward,df_LatDephtDistance,12776.333222786
AtLeastIn1,Family,Cluster32,Ward,df_AbioticsDistance,80903.9524515395
AtLeastIn1,Family,Cluster32,Medoid,df_LatDephtDistance,30717.6760613102
AtLeastIn1,Family,Cluster32,Medoid,df_AbioticsDistance,119510.416389539
AtLeastIn1,Family,Cluster33,Ward,df_LatDephtDistance,11531.9529753465
AtLeastIn1,Family,Cluster33,Ward,df_AbioticsDistance,63266.7234367754
AtLeastIn1,Family,Cluster33,Medoid,df_LatDephtDistance,30598.8210035313
AtLeastIn1,Family,Cluster33,Medoid,df_AbioticsDistance,118800.702425444
AtLeastIn1,Family,Cluster34,Ward,df_LatDephtDistance,11490.7265606838
AtLeastIn1,Family,Cluster34,Ward,df_AbioticsDistance,63202.2769525381
AtLeastIn1,Family,Cluster34,Medoid,df_LatDephtDistance,30255.1389550265
AtLeastIn1,Family,Cluster34,Medoid,df_AbioticsDistance,117189.629910472
AtLeastIn1,Family,Cluster35,Ward,df_LatDephtDistance,11482.7265606838
AtLeastIn1,Family,Cluster35,Ward,df_AbioticsDistance,62399.0721417284
AtLeastIn1,Family,Cluster35,Medoid,df_LatDephtDistance,29999.3460536592
AtLeastIn1,Family,Cluster35,Medoid,df_AbioticsDistance,127363.954596598
AtLeastIn1,Family,Cluster36,Ward,df_LatDephtDistance,11474.7265606838
AtLeastIn1,Family,Cluster36,Ward,df_AbioticsDistance,61897.6698552976
AtLeastIn1,Family,Cluster36,Medoid,df_LatDephtDistance,29558.904598417
AtLeastIn1,Family,Cluster36,Medoid,df_AbioticsDistance,126872.66775299
AtLeastIn1,Family,Cluster37,Ward,df_LatDephtDistance,10919.8488808299
AtLeastIn1,Family,Cluster37,Ward,df_AbioticsDistance,60829.9376645321
AtLeastIn1,Family,Cluster37,Medoid,df_LatDephtDistance,29548.8331346251
AtLeastIn1,Family,Cluster37,Medoid,df_AbioticsDistance,126404.867590868
AtLeastIn1,Family,Cluster38,Ward,df_LatDephtDistance,10833.553251789
AtLeastIn1,Family,Cluster38,Ward,df_AbioticsDistance,59576.2146163572
AtLeastIn1,Family,Cluster38,Medoid,df_LatDephtDistance,29522.3643931617
AtLeastIn1,Family,Cluster38,Medoid,df_AbioticsDistance,126357.23642611
AtLeastIn1,Family,Cluster39,Ward,df_LatDephtDistance,10697.0639945289
AtLeastIn1,Family,Cluster39,Ward,df_AbioticsDistance,59166.4654057635
AtLeastIn1,Family,Cluster39,Medoid,df_LatDephtDistance,27657.5042318457
AtLeastIn1,Family,Cluster39,Medoid,df_AbioticsDistance,124873.293254022
AtLeastIn1,Family,Cluster40,Ward,df_LatDephtDistance,10006.5286316696
AtLeastIn1,Family,Cluster40,Ward,df_AbioticsDistance,55866.3512271778
AtLeastIn1,Family,Cluster40,Medoid,df_LatDephtDistance,27254.82121253
AtLeastIn1,Family,Cluster40,Medoid,df_AbioticsDistance,122603.262596597
AtLeastIn1,Family,Cluster41,Ward,df_LatDephtDistance,9611.28896849331
AtLeastIn1,Family,Cluster41,Ward,df_AbioticsDistance,53597.3457257302
AtLeastIn1,Family,Cluster41,Medoid,df_LatDephtDistance,27092.732780644
AtLeastIn1,Family,Cluster41,Medoid,df_AbioticsDistance,119547.957848636
AtLeastIn1,Family,Cluster42,Ward,df_LatDephtDistance,9500.09797188396
AtLeastIn1,Family,Cluster42,Ward,df_AbioticsDistance,52443.1858679363
AtLeastIn1,Family,Cluster42,Medoid,df_LatDephtDistance,26998.1331224812
AtLeastIn1,Family,Cluster42,Medoid,df_AbioticsDistance,118554.472897464
AtLeastIn1,Family,Cluster43,Ward,df_LatDephtDistance,9489.43930899088
AtLeastIn1,Family,Cluster43,Ward,df_AbioticsDistance,52298.4657391416
AtLeastIn1,Family,Cluster43,Medoid,df_LatDephtDistance,26993.9720780826
AtLeastIn1,Family,Cluster43,Medoid,df_AbioticsDistance,118165.872751608
AtLeastIn1,Family,Cluster44,Ward,df_LatDephtDistance,9488.43930899088
AtLeastIn1,Family,Cluster44,Ward,df_AbioticsDistance,52194.3637739928
AtLeastIn1,Family,Cluster44,Medoid,df_LatDephtDistance,26845.0560099362
AtLeastIn1,Family,Cluster44,Medoid,df_AbioticsDistance,115331.642492806
AtLeastIn1,Family,Cluster45,Ward,df_LatDephtDistance,8512.82716563215
AtLeastIn1,Family,Cluster45,Ward,df_AbioticsDistance,39052.3695809662
AtLeastIn1,Family,Cluster45,Medoid,df_LatDephtDistance,26773.2505318637
AtLeastIn1,Family,Cluster45,Medoid,df_AbioticsDistance,114669.735582032
AtLeastIn1,Family,Cluster46,Ward,df_LatDephtDistance,8440.287907581
AtLeastIn1,Family,Cluster46,Ward,df_AbioticsDistance,38481.7288910934
AtLeastIn1,Family,Cluster46,Medoid,df_LatDephtDistance,24365.830129509
AtLeastIn1,Family,Cluster46,Medoid,df_AbioticsDistance,110897.423071372
AtLeastIn1,Family,Cluster47,Ward,df_LatDephtDistance,8196.83850431121
AtLeastIn1,Family,Cluster47,Ward,df_AbioticsDistance,38075.6314129632
AtLeastIn1,Family,Cluster47,Medoid,df_LatDephtDistance,24241.7496868949
AtLeastIn1,Family,Cluster47,Medoid,df_AbioticsDistance,106746.021812022
AtLeastIn1,Family,Cluster48,Ward,df_LatDephtDistance,8186.76704051932
AtLeastIn1,Family,Cluster48,Ward,df_AbioticsDistance,37607.8312508407
AtLeastIn1,Family,Cluster48,Medoid,df_LatDephtDistance,22713.7154464025
AtLeastIn1,Family,Cluster48,Medoid,df_AbioticsDistance,101050.322874912
AtLeastIn1,Family,Cluster49,Ward,df_LatDephtDistance,8165.52701045366
AtLeastIn1,Family,Cluster49,Ward,df_AbioticsDistance,36996.2394507045
AtLeastIn1,Family,Cluster49,Medoid,df_LatDephtDistance,22628.8714067264
AtLeastIn1,Family,Cluster49,Medoid,df_AbioticsDistance,100813.114620644
AtLeastIn1,Family,Cluster50,Ward,df_LatDephtDistance,8144.98642971531
AtLeastIn1,Family,Cluster50,Ward,df_AbioticsDistance,36941.656500368
AtLeastIn1,Family,Cluster50,Medoid,df_LatDephtDistance,22489.343675672
AtLeastIn1,Family,Cluster50,Medoid,df_AbioticsDistance,99863.8691256184
AtLeastIn1,Genus,Cluster01,Ward,df_LatDephtDistance,784802.074533109
AtLeastIn1,Genus,Cluster01,Ward,df_AbioticsDistance,4700037.26008162
AtLeastIn1,Genus,Cluster01,Medoid,df_LatDephtDistance,784802.074533109
AtLeastIn1,Genus,Cluster01,Medoid,df_AbioticsDistance,4700037.26008162
AtLeastIn1,Genus,Cluster02,Ward,df_LatDephtDistance,354515.767822746
AtLeastIn1,Genus,Cluster02,Ward,df_AbioticsDistance,1833347.97084116
AtLeastIn1,Genus,Cluster02,Medoid,df_LatDephtDistance,418831.506616601
AtLeastIn1,Genus,Cluster02,Medoid,df_AbioticsDistance,1880571.3680727
AtLeastIn1,Genus,Cluster03,Ward,df_LatDephtDistance,235372.545976939
AtLeastIn1,Genus,Cluster03,Ward,df_AbioticsDistance,1520619.1952769
AtLeastIn1,Genus,Cluster03,Medoid,df_LatDephtDistance,337559.920829958
AtLeastIn1,Genus,Cluster03,Medoid,df_AbioticsDistance,1495634.00098663
AtLeastIn1,Genus,Cluster04,Ward,df_LatDephtDistance,153774.355607646
AtLeastIn1,Genus,Cluster04,Ward,df_AbioticsDistance,686465.598791122
AtLeastIn1,Genus,Cluster04,Medoid,df_LatDephtDistance,222207.604448308
AtLeastIn1,Genus,Cluster04,Medoid,df_AbioticsDistance,1293877.42194893
AtLeastIn1,Genus,Cluster05,Ward,df_LatDephtDistance,152315.133646527
AtLeastIn1,Genus,Cluster05,Ward,df_AbioticsDistance,619495.366192981
AtLeastIn1,Genus,Cluster05,Medoid,df_LatDephtDistance,182991.976886315
AtLeastIn1,Genus,Cluster05,Medoid,df_AbioticsDistance,922144.088215912
AtLeastIn1,Genus,Cluster06,Ward,df_LatDephtDistance,134168.944805612
AtLeastIn1,Genus,Cluster06,Ward,df_AbioticsDistance,556980.577824607
AtLeastIn1,Genus,Cluster06,Medoid,df_LatDephtDistance,112966.96319262
AtLeastIn1,Genus,Cluster06,Medoid,df_AbioticsDistance,631569.613550302
AtLeastIn1,Genus,Cluster07,Ward,df_LatDephtDistance,106398.676108978
AtLeastIn1,Genus,Cluster07,Ward,df_AbioticsDistance,511637.573274038
AtLeastIn1,Genus,Cluster07,Medoid,df_LatDephtDistance,109506.572495332
AtLeastIn1,Genus,Cluster07,Medoid,df_AbioticsDistance,617829.70561203
AtLeastIn1,Genus,Cluster08,Ward,df_LatDephtDistance,88122.7545713075
AtLeastIn1,Genus,Cluster08,Ward,df_AbioticsDistance,443833.850248927
AtLeastIn1,Genus,Cluster08,Medoid,df_LatDephtDistance,89035.7558699335
AtLeastIn1,Genus,Cluster08,Medoid,df_AbioticsDistance,460820.49734184
AtLeastIn1,Genus,Cluster09,Ward,df_LatDephtDistance,72591.3436254948
AtLeastIn1,Genus,Cluster09,Ward,df_AbioticsDistance,224395.275302431
AtLeastIn1,Genus,Cluster09,Medoid,df_LatDephtDistance,86368.81468592
AtLeastIn1,Genus,Cluster09,Medoid,df_AbioticsDistance,421540.523931343
AtLeastIn1,Genus,Cluster10,Ward,df_LatDephtDistance,64885.1028788868
AtLeastIn1,Genus,Cluster10,Ward,df_AbioticsDistance,205193.811706355
AtLeastIn1,Genus,Cluster10,Medoid,df_LatDephtDistance,86125.4767093493
AtLeastIn1,Genus,Cluster10,Medoid,df_AbioticsDistance,418176.790444881
AtLeastIn1,Genus,Cluster11,Ward,df_LatDephtDistance,45096.2786875076
AtLeastIn1,Genus,Cluster11,Ward,df_AbioticsDistance,191153.706281115
AtLeastIn1,Genus,Cluster11,Medoid,df_LatDephtDistance,80999.0951166305
AtLeastIn1,Genus,Cluster11,Medoid,df_AbioticsDistance,396143.792372987
AtLeastIn1,Genus,Cluster12,Ward,df_LatDephtDistance,44523.8192504317
AtLeastIn1,Genus,Cluster12,Ward,df_AbioticsDistance,181615.646027632
AtLeastIn1,Genus,Cluster12,Medoid,df_LatDephtDistance,77334.2102387097
AtLeastIn1,Genus,Cluster12,Medoid,df_AbioticsDistance,353970.974496343
AtLeastIn1,Genus,Cluster13,Ward,df_LatDephtDistance,39193.8201388939
AtLeastIn1,Genus,Cluster13,Ward,df_AbioticsDistance,163907.097241981
AtLeastIn1,Genus,Cluster13,Medoid,df_LatDephtDistance,66192.2836655731
AtLeastIn1,Genus,Cluster13,Medoid,df_AbioticsDistance,339512.592005728
AtLeastIn1,Genus,Cluster14,Ward,df_LatDephtDistance,37134.2163912272
AtLeastIn1,Genus,Cluster14,Ward,df_AbioticsDistance,160244.708099526
AtLeastIn1,Genus,Cluster14,Medoid,df_LatDephtDistance,56993.7503481696
AtLeastIn1,Genus,Cluster14,Medoid,df_AbioticsDistance,302788.77406085
AtLeastIn1,Genus,Cluster15,Ward,df_LatDephtDistance,36830.1964331157
AtLeastIn1,Genus,Cluster15,Ward,df_AbioticsDistance,157539.38368824
AtLeastIn1,Genus,Cluster15,Medoid,df_LatDephtDistance,55663.6979698947
AtLeastIn1,Genus,Cluster15,Medoid,df_AbioticsDistance,291760.405293792
AtLeastIn1,Genus,Cluster16,Ward,df_LatDephtDistance,34326.73268436
AtLeastIn1,Genus,Cluster16,Ward,df_AbioticsDistance,150736.968076605
AtLeastIn1,Genus,Cluster16,Medoid,df_LatDephtDistance,52982.6522269239
AtLeastIn1,Genus,Cluster16,Medoid,df_AbioticsDistance,272800.834336841
AtLeastIn1,Genus,Cluster17,Ward,df_LatDephtDistance,34147.437738443
AtLeastIn1,Genus,Cluster17,Ward,df_AbioticsDistance,148029.214273564
AtLeastIn1,Genus,Cluster17,Medoid,df_LatDephtDistance,51862.4005704252
AtLeastIn1,Genus,Cluster17,Medoid,df_AbioticsDistance,269418.948272867
AtLeastIn1,Genus,Cluster18,Ward,df_LatDephtDistance,33489.2959100284
AtLeastIn1,Genus,Cluster18,Ward,df_AbioticsDistance,140286.227103358
AtLeastIn1,Genus,Cluster18,Medoid,df_LatDephtDistance,48128.9959335133
AtLeastIn1,Genus,Cluster18,Medoid,df_AbioticsDistance,265532.673200599
AtLeastIn1,Genus,Cluster19,Ward,df_LatDephtDistance,22825.2624030771
AtLeastIn1,Genus,Cluster19,Ward,df_AbioticsDistance,132242.161888153
AtLeastIn1,Genus,Cluster19,Medoid,df_LatDephtDistance,47301.0179766103
AtLeastIn1,Genus,Cluster19,Medoid,df_AbioticsDistance,260971.061833221
AtLeastIn1,Genus,Cluster20,Ward,df_LatDephtDistance,22576.2864706109
AtLeastIn1,Genus,Cluster20,Ward,df_AbioticsDistance,131417.983929351
AtLeastIn1,Genus,Cluster20,Medoid,df_LatDephtDistance,47127.0117729667
AtLeastIn1,Genus,Cluster20,Medoid,df_AbioticsDistance,260611.281909838
AtLeastIn1,Genus,Cluster21,Ward,df_LatDephtDistance,22366.3033035366
AtLeastIn1,Genus,Cluster21,Ward,df_AbioticsDistance,130277.792871135
AtLeastIn1,Genus,Cluster21,Medoid,df_LatDephtDistance,44353.2952031952
AtLeastIn1,Genus,Cluster21,Medoid,df_AbioticsDistance,245988.02345118
AtLeastIn1,Genus,Cluster22,Ward,df_LatDephtDistance,22323.3501966609
AtLeastIn1,Genus,Cluster22,Ward,df_AbioticsDistance,128998.69225333
AtLeastIn1,Genus,Cluster22,Medoid,df_LatDephtDistance,44307.3166150747
AtLeastIn1,Genus,Cluster22,Medoid,df_AbioticsDistance,243990.917186603
AtLeastIn1,Genus,Cluster23,Ward,df_LatDephtDistance,22269.4653696962
AtLeastIn1,Genus,Cluster23,Ward,df_AbioticsDistance,127858.079304068
AtLeastIn1,Genus,Cluster23,Medoid,df_LatDephtDistance,46762.1399984609
AtLeastIn1,Genus,Cluster23,Medoid,df_AbioticsDistance,256594.538469115
AtLeastIn1,Genus,Cluster24,Ward,df_LatDephtDistance,22217.3457250399
AtLeastIn1,Genus,Cluster24,Ward,df_AbioticsDistance,127017.487482905
AtLeastIn1,Genus,Cluster24,Medoid,df_LatDephtDistance,43988.4234286893
AtLeastIn1,Genus,Cluster24,Medoid,df_AbioticsDistance,241971.280010457
AtLeastIn1,Genus,Cluster25,Ward,df_LatDephtDistance,21575.5872490616
AtLeastIn1,Genus,Cluster25,Ward,df_AbioticsDistance,126257.15956221
AtLeastIn1,Genus,Cluster25,Medoid,df_LatDephtDistance,43502.3157817723
AtLeastIn1,Genus,Cluster25,Medoid,df_AbioticsDistance,234889.31314749
AtLeastIn1,Genus,Cluster26,Ward,df_LatDephtDistance,21112.7462914896
AtLeastIn1,Genus,Cluster26,Ward,df_AbioticsDistance,125675.093340193
AtLeastIn1,Genus,Cluster26,Medoid,df_LatDephtDistance,43101.9879629752
AtLeastIn1,Genus,Cluster26,Medoid,df_AbioticsDistance,234207.227629733
AtLeastIn1,Genus,Cluster27,Ward,df_LatDephtDistance,19064.2537239292
AtLeastIn1,Genus,Cluster27,Ward,df_AbioticsDistance,120849.341594295
AtLeastIn1,Genus,Cluster27,Medoid,df_LatDephtDistance,41214.3025995768
AtLeastIn1,Genus,Cluster27,Medoid,df_AbioticsDistance,231978.739635229
AtLeastIn1,Genus,Cluster28,Ward,df_LatDephtDistance,19056.2537239292
AtLeastIn1,Genus,Cluster28,Ward,df_AbioticsDistance,120347.939307864
AtLeastIn1,Genus,Cluster28,Medoid,df_LatDephtDistance,39741.9656617571
AtLeastIn1,Genus,Cluster28,Medoid,df_AbioticsDistance,209988.659419208
AtLeastIn1,Genus,Cluster29,Ward,df_LatDephtDistance,16204.4851326015
AtLeastIn1,Genus,Cluster29,Ward,df_AbioticsDistance,117459.378671879
AtLeastIn1,Genus,Cluster29,Medoid,df_LatDephtDistance,39040.3075893382
AtLeastIn1,Genus,Cluster29,Medoid,df_AbioticsDistance,205665.538188486
AtLeastIn1,Genus,Cluster30,Ward,df_LatDephtDistance,15210.5568342973
AtLeastIn1,Genus,Cluster30,Ward,df_AbioticsDistance,116731.749612015
AtLeastIn1,Genus,Cluster30,Medoid,df_LatDephtDistance,38432.9480522663
AtLeastIn1,Genus,Cluster30,Medoid,df_AbioticsDistance,205040.75470852
AtLeastIn1,Genus,Cluster31,Ward,df_LatDephtDistance,14906.114236348
AtLeastIn1,Genus,Cluster31,Ward,df_AbioticsDistance,115088.625505964
AtLeastIn1,Genus,Cluster31,Medoid,df_LatDephtDistance,38413.6921270124
AtLeastIn1,Genus,Cluster31,Medoid,df_AbioticsDistance,204603.761331681
AtLeastIn1,Genus,Cluster32,Ward,df_LatDephtDistance,12215.5140992331
AtLeastIn1,Genus,Cluster32,Ward,df_AbioticsDistance,82901.580737666
AtLeastIn1,Genus,Cluster32,Medoid,df_LatDephtDistance,38109.1104047052
AtLeastIn1,Genus,Cluster32,Medoid,df_AbioticsDistance,204259.613065816
AtLeastIn1,Genus,Cluster33,Ward,df_LatDephtDistance,12097.4328989861
AtLeastIn1,Genus,Cluster33,Ward,df_AbioticsDistance,81650.9410703076
AtLeastIn1,Genus,Cluster33,Medoid,df_LatDephtDistance,38065.1321822904
AtLeastIn1,Genus,Cluster33,Medoid,df_AbioticsDistance,203695.54385221
AtLeastIn1,Genus,Cluster34,Ward,df_LatDephtDistance,12060.858283714
AtLeastIn1,Genus,Cluster34,Ward,df_AbioticsDistance,81400.4235686395
AtLeastIn1,Genus,Cluster34,Medoid,df_LatDephtDistance,37690.4693845988
AtLeastIn1,Genus,Cluster34,Medoid,df_AbioticsDistance,203461.920325169
AtLeastIn1,Genus,Cluster35,Ward,df_LatDephtDistance,12020.0480982488
AtLeastIn1,Genus,Cluster35,Ward,df_AbioticsDistance,81102.6634055872
AtLeastIn1,Genus,Cluster35,Medoid,df_LatDephtDistance,37620.0181807002
AtLeastIn1,Genus,Cluster35,Medoid,df_AbioticsDistance,202613.126535923
AtLeastIn1,Genus,Cluster36,Ward,df_LatDephtDistance,11203.2516479832
AtLeastIn1,Genus,Cluster36,Ward,df_AbioticsDistance,70367.2859093632
AtLeastIn1,Genus,Cluster36,Medoid,df_LatDephtDistance,36713.8880079684
AtLeastIn1,Genus,Cluster36,Medoid,df_AbioticsDistance,197405.237530266
AtLeastIn1,Genus,Cluster37,Ward,df_LatDephtDistance,10806.0372304026
AtLeastIn1,Genus,Cluster37,Ward,df_AbioticsDistance,69790.8942682651
AtLeastIn1,Genus,Cluster37,Medoid,df_LatDephtDistance,36560.355308311
AtLeastIn1,Genus,Cluster37,Medoid,df_AbioticsDistance,196723.731699712
AtLeastIn1,Genus,Cluster38,Ward,df_LatDephtDistance,10703.9164383377
AtLeastIn1,Genus,Cluster38,Ward,df_AbioticsDistance,69686.1265935847
AtLeastIn1,Genus,Cluster38,Medoid,df_LatDephtDistance,36520.3883074023
AtLeastIn1,Genus,Cluster38,Medoid,df_AbioticsDistance,195530.722800888
AtLeastIn1,Genus,Cluster39,Ward,df_LatDephtDistance,10685.6605130838
AtLeastIn1,Genus,Cluster39,Ward,df_AbioticsDistance,69318.0446398088
AtLeastIn1,Genus,Cluster39,Medoid,df_LatDephtDistance,34787.6749998661
AtLeastIn1,Genus,Cluster39,Medoid,df_AbioticsDistance,191528.152421712
AtLeastIn1,Genus,Cluster40,Ward,df_LatDephtDistance,10599.364884043
AtLeastIn1,Genus,Cluster40,Ward,df_AbioticsDistance,68064.3215916339
AtLeastIn1,Genus,Cluster40,Medoid,df_LatDephtDistance,32584.1750089733
AtLeastIn1,Genus,Cluster40,Medoid,df_AbioticsDistance,186999.176068781
AtLeastIn1,Genus,Cluster41,Ward,df_LatDephtDistance,10537.1101093293
AtLeastIn1,Genus,Cluster41,Ward,df_AbioticsDistance,66488.4236427813
AtLeastIn1,Genus,Cluster41,Medoid,df_LatDephtDistance,32583.1750089733
AtLeastIn1,Genus,Cluster41,Medoid,df_AbioticsDistance,186845.07125876
AtLeastIn1,Genus,Cluster42,Ward,df_LatDephtDistance,10485.3379330789
AtLeastIn1,Genus,Cluster42,Ward,df_AbioticsDistance,66230.9210079848
AtLeastIn1,Genus,Cluster42,Medoid,df_LatDephtDistance,32545.7560925444
AtLeastIn1,Genus,Cluster42,Medoid,df_AbioticsDistance,186345.082447749
AtLeastIn1,Genus,Cluster43,Ward,df_LatDephtDistance,10345.2554504509
AtLeastIn1,Genus,Cluster43,Ward,df_AbioticsDistance,66159.3739481116
AtLeastIn1,Genus,Cluster43,Medoid,df_LatDephtDistance,31891.3635058304
AtLeastIn1,Genus,Cluster43,Medoid,df_AbioticsDistance,184143.99378988
AtLeastIn1,Genus,Cluster44,Ward,df_LatDephtDistance,10296.6661991297
AtLeastIn1,Genus,Cluster44,Ward,df_AbioticsDistance,65537.3537782869
AtLeastIn1,Genus,Cluster44,Medoid,df_LatDephtDistance,31409.1073004271
AtLeastIn1,Genus,Cluster44,Medoid,df_AbioticsDistance,175221.793964834
AtLeastIn1,Genus,Cluster45,Ward,df_LatDephtDistance,10293.6661991297
AtLeastIn1,Genus,Cluster45,Ward,df_AbioticsDistance,65230.1494015484
AtLeastIn1,Genus,Cluster45,Medoid,df_LatDephtDistance,31448.0058723216
AtLeastIn1,Genus,Cluster45,Medoid,df_AbioticsDistance,175253.459228555
AtLeastIn1,Genus,Cluster46,Ward,df_LatDephtDistance,9654.08212696147
AtLeastIn1,Genus,Cluster46,Ward,df_AbioticsDistance,63832.3688453371
AtLeastIn1,Genus,Cluster46,Medoid,df_LatDephtDistance,31399.3473928906
AtLeastIn1,Genus,Cluster46,Medoid,df_AbioticsDistance,175043.780787361
AtLeastIn1,Genus,Cluster47,Ward,df_LatDephtDistance,9578.96288886492
AtLeastIn1,Genus,Cluster47,Ward,df_AbioticsDistance,63144.8812546063
AtLeastIn1,Genus,Cluster47,Medoid,df_LatDephtDistance,29849.8309522277
AtLeastIn1,Genus,Cluster47,Medoid,df_AbioticsDistance,173898.528432735
AtLeastIn1,Genus,Cluster48,Ward,df_LatDephtDistance,9534.18848474167
AtLeastIn1,Genus,Cluster48,Ward,df_AbioticsDistance,63029.2094077441
AtLeastIn1,Genus,Cluster48,Medoid,df_LatDephtDistance,29839.534710171
AtLeastIn1,Genus,Cluster48,Medoid,df_AbioticsDistance,173868.240000953
AtLeastIn1,Genus,Cluster49,Ward,df_LatDephtDistance,9378.35883148687
AtLeastIn1,Genus,Cluster49,Ward,df_AbioticsDistance,52916.5394125742
AtLeastIn1,Genus,Cluster49,Medoid,df_LatDephtDistance,29548.1622292417
AtLeastIn1,Genus,Cluster49,Medoid,df_AbioticsDistance,169397.056318774
AtLeastIn1,Genus,Cluster50,Ward,df_LatDephtDistance,9314.54686453814
AtLeastIn1,Genus,Cluster50,Ward,df_AbioticsDistance,52208.6695329321
AtLeastIn1,Genus,Cluster50,Medoid,df_LatDephtDistance,29414.0387446591
AtLeastIn1,Genus,Cluster50,Medoid,df_AbioticsDistance,166456.933155565
AtLeastIn1,Species,Cluster01,Ward,df_LatDephtDistance,784802.074533109
AtLeastIn1,Species,Cluster01,Ward,df_AbioticsDistance,4700037.26008162
AtLeastIn1,Species,Cluster01,Medoid,df_LatDephtDistance,784802.074533109
AtLeastIn1,Species,Cluster01,Medoid,df_AbioticsDistance,4700037.26008162
AtLeastIn1,Species,Cluster02,Ward,df_LatDephtDistance,360468.798129546
AtLeastIn1,Species,Cluster02,Ward,df_AbioticsDistance,1787203.89625903
AtLeastIn1,Species,Cluster02,Medoid,df_LatDephtDistance,415164.801723944
AtLeastIn1,Species,Cluster02,Medoid,df_AbioticsDistance,1863353.39710983
AtLeastIn1,Species,Cluster03,Ward,df_LatDephtDistance,233393.490249552
AtLeastIn1,Species,Cluster03,Ward,df_AbioticsDistance,1461887.16091364
AtLeastIn1,Species,Cluster03,Medoid,df_LatDephtDistance,341832.651229282
AtLeastIn1,Species,Cluster03,Medoid,df_AbioticsDistance,1524704.49676677
AtLeastIn1,Species,Cluster04,Ward,df_LatDephtDistance,151137.734570069
AtLeastIn1,Species,Cluster04,Ward,df_AbioticsDistance,752824.351612489
AtLeastIn1,Species,Cluster04,Medoid,df_LatDephtDistance,293772.178447379
AtLeastIn1,Species,Cluster04,Medoid,df_AbioticsDistance,1126744.04819525
AtLeastIn1,Species,Cluster05,Ward,df_LatDephtDistance,149678.51260895
AtLeastIn1,Species,Cluster05,Ward,df_AbioticsDistance,685854.119014348
AtLeastIn1,Species,Cluster05,Medoid,df_LatDephtDistance,183870.750327244
AtLeastIn1,Species,Cluster05,Medoid,df_AbioticsDistance,932484.455526858
AtLeastIn1,Species,Cluster06,Ward,df_LatDephtDistance,139661.030133411
AtLeastIn1,Species,Cluster06,Ward,df_AbioticsDistance,664120.951279947
AtLeastIn1,Species,Cluster06,Medoid,df_LatDephtDistance,125428.80264383
AtLeastIn1,Species,Cluster06,Medoid,df_AbioticsDistance,703754.0082805
AtLeastIn1,Species,Cluster07,Ward,df_LatDephtDistance,112509.853592582
AtLeastIn1,Species,Cluster07,Ward,df_AbioticsDistance,376928.625970815
AtLeastIn1,Species,Cluster07,Medoid,df_LatDephtDistance,121573.943728325
AtLeastIn1,Species,Cluster07,Medoid,df_AbioticsDistance,688983.13214674
AtLeastIn1,Species,Cluster08,Ward,df_LatDephtDistance,85043.7624786595
AtLeastIn1,Species,Cluster08,Ward,df_AbioticsDistance,326809.944450604
AtLeastIn1,Species,Cluster08,Medoid,df_LatDephtDistance,98854.2471352659
AtLeastIn1,Species,Cluster08,Medoid,df_AbioticsDistance,560179.442138392
AtLeastIn1,Species,Cluster09,Ward,df_LatDephtDistance,59627.9739964305
AtLeastIn1,Species,Cluster09,Ward,df_AbioticsDistance,304569.358408985
