atleast,agglevel,clusters,method,dimension,TotalSum
AtLeastIn1,SG1,Cluster18,Medoid,df_AbioticsDistance,182111.054950387
AtLeastIn1,SG1,Cluster19,Ward,df_LatDephtDistance,19165.1275964444
AtLeastIn1,SG1,Cluster19,Ward,df_AbioticsDistance,166787.333642101
AtLeastIn1,SG1,Cluster19,Medoid,df_LatDephtDistance,17798.6250263682
AtLeastIn1,SG1,Cluster19,Medoid,df_AbioticsDistance,173671.427116519
AtLeastIn1,SG1,Cluster20,Ward,df_LatDephtDistance,19043.2793365567
AtLeastIn1,SG1,Cluster20,Ward,df_AbioticsDistance,166232.858851077
AtLeastIn1,SG1,Cluster20,Medoid,df_LatDephtDistance,16770.3340466592
AtLeastIn1,SG1,Cluster20,Medoid,df_AbioticsDistance,150620.431943143
AtLeastIn1,SG1,Cluster21,Ward,df_LatDephtDistance,17671.9812473077
AtLeastIn1,SG1,Cluster21,Ward,df_AbioticsDistance,160370.259830079
AtLeastIn1,SG1,Cluster21,Medoid,df_LatDephtDistance,16145.5359218284
AtLeastIn1,SG1,Cluster21,Medoid,df_AbioticsDistance,143905.391995756
AtLeastIn1,SG1,Cluster22,Ward,df_LatDephtDistance,15546.2366720837
AtLeastIn1,SG1,Cluster22,Ward,df_AbioticsDistance,133361.807917481
AtLeastIn1,SG1,Cluster22,Medoid,df_LatDephtDistance,15545.3868011451
AtLeastIn1,SG1,Cluster22,Medoid,df_AbioticsDistance,128679.845983049
AtLeastIn1,SG1,Cluster23,Ward,df_LatDephtDistance,15137.4729255239
AtLeastIn1,SG1,Cluster23,Ward,df_AbioticsDistance,125835.694090275
AtLeastIn1,SG1,Cluster23,Medoid,df_LatDephtDistance,14908.8980354006
AtLeastIn1,SG1,Cluster23,Medoid,df_AbioticsDistance,123016.691376619
AtLeastIn1,SG1,Cluster24,Ward,df_LatDephtDistance,14101.7036812131
AtLeastIn1,SG1,Cluster24,Ward,df_AbioticsDistance,116443.120146404
AtLeastIn1,SG1,Cluster24,Medoid,df_LatDephtDistance,14362.1187449902
AtLeastIn1,SG1,Cluster24,Medoid,df_AbioticsDistance,122529.627969052
AtLeastIn1,SG1,Cluster25,Ward,df_LatDephtDistance,13550.1330590618
AtLeastIn1,SG1,Cluster25,Ward,df_AbioticsDistance,114672.321194489
AtLeastIn1,SG1,Cluster25,Medoid,df_LatDephtDistance,13952.2404238824
AtLeastIn1,SG1,Cluster25,Medoid,df_AbioticsDistance,115892.605289047
AtLeastIn1,SG1,Cluster26,Ward,df_LatDephtDistance,13110.173282667
AtLeastIn1,SG1,Cluster26,Ward,df_AbioticsDistance,112839.83069334
AtLeastIn1,SG1,Cluster26,Medoid,df_LatDephtDistance,14002.4588253845
AtLeastIn1,SG1,Cluster26,Medoid,df_AbioticsDistance,112483.680892403
AtLeastIn1,SG1,Cluster27,Ward,df_LatDephtDistance,12550.8242544093
AtLeastIn1,SG1,Cluster27,Ward,df_AbioticsDistance,110996.847991938
AtLeastIn1,SG1,Cluster27,Medoid,df_LatDephtDistance,13077.5485231174
AtLeastIn1,SG1,Cluster27,Medoid,df_AbioticsDistance,110731.849622509
AtLeastIn1,SG1,Cluster28,Ward,df_LatDephtDistance,12475.1721212734
AtLeastIn1,SG1,Cluster28,Ward,df_AbioticsDistance,110722.343681937
AtLeastIn1,SG1,Cluster28,Medoid,df_LatDephtDistance,12332.5623627709
AtLeastIn1,SG1,Cluster28,Medoid,df_AbioticsDistance,106639.830169856
AtLeastIn1,SG1,Cluster29,Ward,df_LatDephtDistance,12371.9594923265
AtLeastIn1,SG1,Cluster29,Ward,df_AbioticsDistance,110295.794304434
AtLeastIn1,SG1,Cluster29,Medoid,df_LatDephtDistance,12354.7833780616
AtLeastIn1,SG1,Cluster29,Medoid,df_AbioticsDistance,111406.724309025
AtLeastIn1,SG1,Cluster30,Ward,df_LatDephtDistance,11079.5560741076
AtLeastIn1,SG1,Cluster30,Ward,df_AbioticsDistance,96171.3611228082
AtLeastIn1,SG1,Cluster30,Medoid,df_LatDephtDistance,12255.7830110914
AtLeastIn1,SG1,Cluster30,Medoid,df_AbioticsDistance,99367.9243538593
AtLeastIn1,SG1,Cluster31,Ward,df_LatDephtDistance,10528.0111870806
AtLeastIn1,SG1,Cluster31,Ward,df_AbioticsDistance,94924.5392327819
AtLeastIn1,SG1,Cluster31,Medoid,df_LatDephtDistance,11791.786164531
AtLeastIn1,SG1,Cluster31,Medoid,df_AbioticsDistance,96474.5718294491
AtLeastIn1,SG1,Cluster32,Ward,df_LatDephtDistance,9690.06080105113
AtLeastIn1,SG1,Cluster32,Ward,df_AbioticsDistance,89407.5638595876
AtLeastIn1,SG1,Cluster32,Medoid,df_LatDephtDistance,11583.3046872125
AtLeastIn1,SG1,Cluster32,Medoid,df_AbioticsDistance,92463.1436207991
AtLeastIn1,SG1,Cluster33,Ward,df_LatDephtDistance,9506.17379196576
AtLeastIn1,SG1,Cluster33,Ward,df_AbioticsDistance,88601.1811729349
AtLeastIn1,SG1,Cluster33,Medoid,df_LatDephtDistance,11392.0770628945
AtLeastIn1,SG1,Cluster33,Medoid,df_AbioticsDistance,91633.3431047811
AtLeastIn1,SG1,Cluster34,Ward,df_LatDephtDistance,8977.92456708936
AtLeastIn1,SG1,Cluster34,Ward,df_AbioticsDistance,85715.3311987297
