atleast,agglevel,clusters,method,dimension,TotalSum,AlphaGeo
AtLeastIn1,PG,Cluster10,Ward,df_AbioticsDistance,487228.417973167,0.1
AtLeastIn1,PG,Cluster10,Medoid,df_LatDephtDistance,430513.411458055,0.1
AtLeastIn1,PG,Cluster10,Medoid,df_AbioticsDistance,423811.196077791,0.1
AtLeastIn1,PG,Cluster11,Ward,df_LatDephtDistance,497111.122149487,0.1
AtLeastIn1,PG,Cluster11,Ward,df_AbioticsDistance,482469.173834394,0.1
AtLeastIn1,PG,Cluster11,Medoid,df_LatDephtDistance,392218.480921286,0.1
AtLeastIn1,PG,Cluster11,Medoid,df_AbioticsDistance,385388.715106279,0.1
AtLeastIn1,PG,Cluster12,Ward,df_LatDephtDistance,494878.452075392,0.1
AtLeastIn1,PG,Cluster12,Ward,df_AbioticsDistance,480226.967089927,0.1
AtLeastIn1,PG,Cluster12,Medoid,df_LatDephtDistance,392843.518953184,0.1
AtLeastIn1,PG,Cluster12,Medoid,df_AbioticsDistance,387400.981804189,0.1
AtLeastIn1,PG,Cluster13,Ward,df_LatDephtDistance,494530.410817793,0.1
AtLeastIn1,PG,Cluster13,Ward,df_AbioticsDistance,479867.706146403,0.1
AtLeastIn1,PG,Cluster13,Medoid,df_LatDephtDistance,285045.277560303,0.1
AtLeastIn1,PG,Cluster13,Medoid,df_AbioticsDistance,278643.320669302,0.1
AtLeastIn1,PG,Cluster14,Ward,df_LatDephtDistance,492433.528366646,0.1
AtLeastIn1,PG,Cluster14,Ward,df_AbioticsDistance,477757.499491216,0.1
AtLeastIn1,PG,Cluster14,Medoid,df_LatDephtDistance,280093.802971931,0.1
AtLeastIn1,PG,Cluster14,Medoid,df_AbioticsDistance,273717.999632052,0.1
AtLeastIn1,PG,Cluster15,Ward,df_LatDephtDistance,424898.493822567,0.1
AtLeastIn1,PG,Cluster15,Ward,df_AbioticsDistance,417686.603297786,0.1
AtLeastIn1,PG,Cluster15,Medoid,df_LatDephtDistance,215952.824749454,0.1
AtLeastIn1,PG,Cluster15,Medoid,df_AbioticsDistance,210284.4534991,0.1
AtLeastIn1,PG,Cluster16,Ward,df_LatDephtDistance,424813.726253951,0.1
AtLeastIn1,PG,Cluster16,Ward,df_AbioticsDistance,417600.620376986,0.1
AtLeastIn1,PG,Cluster16,Medoid,df_LatDephtDistance,212492.335441174,0.1
AtLeastIn1,PG,Cluster16,Medoid,df_AbioticsDistance,206898.931450644,0.1
AtLeastIn1,PG,Cluster17,Ward,df_LatDephtDistance,424338.893988495,0.1
AtLeastIn1,PG,Cluster17,Ward,df_AbioticsDistance,417125.961050658,0.1
AtLeastIn1,PG,Cluster17,Medoid,df_LatDephtDistance,210422.003815398,0.1
AtLeastIn1,PG,Cluster17,Medoid,df_AbioticsDistance,204812.116182025,0.1
AtLeastIn1,PG,Cluster18,Ward,df_LatDephtDistance,321217.651813837,0.1
AtLeastIn1,PG,Cluster18,Ward,df_AbioticsDistance,312991.799367317,0.1
AtLeastIn1,PG,Cluster18,Medoid,df_LatDephtDistance,209820.982379632,0.1
AtLeastIn1,PG,Cluster18,Medoid,df_AbioticsDistance,204211.273325103,0.1
AtLeastIn1,PG,Cluster19,Ward,df_LatDephtDistance,308369.440891036,0.1
AtLeastIn1,PG,Cluster19,Ward,df_AbioticsDistance,300871.250326458,0.1
AtLeastIn1,PG,Cluster19,Medoid,df_LatDephtDistance,209553.336833613,0.1
AtLeastIn1,PG,Cluster19,Medoid,df_AbioticsDistance,203981.887980165,0.1
AtLeastIn1,PG,Cluster20,Ward,df_LatDephtDistance,307779.309091632,0.1
AtLeastIn1,PG,Cluster20,Ward,df_AbioticsDistance,300276.629946276,0.1
AtLeastIn1,PG,Cluster20,Medoid,df_LatDephtDistance,208093.158173047,0.1
AtLeastIn1,PG,Cluster20,Medoid,df_AbioticsDistance,202509.06176627,0.1
AtLeastIn1,PG,Cluster21,Ward,df_LatDephtDistance,307379.773841398,0.1
AtLeastIn1,PG,Cluster21,Ward,df_AbioticsDistance,299876.353403238,0.1
AtLeastIn1,PG,Cluster21,Medoid,df_LatDephtDistance,197583.343368935,0.1
AtLeastIn1,PG,Cluster21,Medoid,df_AbioticsDistance,192100.867824948,0.1
AtLeastIn1,PG,Cluster22,Ward,df_LatDephtDistance,224164.483414217,0.1
AtLeastIn1,PG,Cluster22,Ward,df_AbioticsDistance,217944.496411013,0.1
AtLeastIn1,PG,Cluster22,Medoid,df_LatDephtDistance,197183.808118701,0.1
AtLeastIn1,PG,Cluster22,Medoid,df_AbioticsDistance,191700.59128191,0.1
AtLeastIn1,PG,Cluster23,Ward,df_LatDephtDistance,223766.843550414,0.1
AtLeastIn1,PG,Cluster23,Ward,df_AbioticsDistance,217544.363081122,0.1
AtLeastIn1,PG,Cluster23,Medoid,df_LatDephtDistance,174756.081889965,0.1
AtLeastIn1,PG,Cluster23,Medoid,df_AbioticsDistance,170652.966526871,0.1
AtLeastIn1,PG,Cluster24,Ward,df_LatDephtDistance,210458.164118301,0.1
AtLeastIn1,PG,Cluster24,Ward,df_AbioticsDistance,204130.472634306,0.1
AtLeastIn1,PG,Cluster24,Medoid,df_LatDephtDistance,174358.442026163,0.1
AtLeastIn1,PG,Cluster24,Medoid,df_AbioticsDistance,170252.83319698,0.1
AtLeastIn1,PG,Cluster25,Ward,df_LatDephtDistance,199501.372818905,0.1
AtLeastIn1,PG,Cluster25,Ward,df_AbioticsDistance,193194.719385809,0.1
AtLeastIn1,PG,Cluster25,Medoid,df_LatDephtDistance,173768.310226758,0.1
AtLeastIn1,PG,Cluster25,Medoid,df_AbioticsDistance,169658.212816798,0.1
AtLeastIn1,PG,Cluster26,Ward,df_LatDephtDistance,193067.345740821,0.1
AtLeastIn1,PG,Cluster26,Ward,df_AbioticsDistance,186872.7791302,0.1
AtLeastIn1,PG,Cluster26,Medoid,df_LatDephtDistance,152179.154897748,0.1
AtLeastIn1,PG,Cluster26,Medoid,df_AbioticsDistance,148709.243520485,0.1
AtLeastIn1,PG,Cluster27,Ward,df_LatDephtDistance,187232.123292607,0.1
AtLeastIn1,PG,Cluster27,Ward,df_AbioticsDistance,181677.148433633,0.1
AtLeastIn1,PG,Cluster27,Medoid,df_LatDephtDistance,151878.171087324,0.1
AtLeastIn1,PG,Cluster27,Medoid,df_AbioticsDistance,148406.043266156,0.1
AtLeastIn1,PG,Cluster28,Ward,df_LatDephtDistance,180795.857357708,0.1
AtLeastIn1,PG,Cluster28,Ward,df_AbioticsDistance,175774.552217522,0.1
AtLeastIn1,PG,Cluster28,Medoid,df_LatDephtDistance,141370.071253953,0.1
AtLeastIn1,PG,Cluster28,Medoid,df_AbioticsDistance,137815.308739756,0.1
AtLeastIn1,PG,Cluster29,Ward,df_LatDephtDistance,137379.607382039,0.1
AtLeastIn1,PG,Cluster29,Ward,df_AbioticsDistance,133374.847191208,0.1
AtLeastIn1,PG,Cluster29,Medoid,df_LatDephtDistance,123727.851167184,0.1
AtLeastIn1,PG,Cluster29,Medoid,df_AbioticsDistance,120258.936328118,0.1
AtLeastIn1,PG,Cluster30,Ward,df_LatDephtDistance,137078.623571614,0.1
AtLeastIn1,PG,Cluster30,Ward,df_AbioticsDistance,133071.646936879,0.1
AtLeastIn1,PG,Cluster30,Medoid,df_LatDephtDistance,110057.46033374,0.1
AtLeastIn1,PG,Cluster30,Medoid,df_AbioticsDistance,106970.576197249,0.1
AtLeastIn1,PG,Cluster31,Ward,df_LatDephtDistance,136555.104218855,0.1
AtLeastIn1,PG,Cluster31,Ward,df_AbioticsDistance,132638.095883637,0.1
AtLeastIn1,PG,Cluster31,Medoid,df_LatDephtDistance,103408.556122135,0.1
AtLeastIn1,PG,Cluster31,Medoid,df_AbioticsDistance,100461.30082106,0.1
AtLeastIn1,PG,Cluster32,Ward,df_LatDephtDistance,129597.613090479,0.1
AtLeastIn1,PG,Cluster32,Ward,df_AbioticsDistance,126088.601888258,0.1
AtLeastIn1,PG,Cluster32,Medoid,df_LatDephtDistance,91582.0799183247,0.1
AtLeastIn1,PG,Cluster32,Medoid,df_AbioticsDistance,88495.055762564,0.1
AtLeastIn1,PG,Cluster33,Ward,df_LatDephtDistance,117211.9173352,0.1
AtLeastIn1,PG,Cluster33,Ward,df_AbioticsDistance,113807.077448558,0.1
AtLeastIn1,PG,Cluster33,Medoid,df_LatDephtDistance,88729.0980486525,0.1
AtLeastIn1,PG,Cluster33,Medoid,df_AbioticsDistance,85499.7925890885,0.1
AtLeastIn1,PG,Cluster34,Ward,df_LatDephtDistance,106858.624291051,0.1
AtLeastIn1,PG,Cluster34,Ward,df_AbioticsDistance,103456.324682131,0.1
AtLeastIn1,PG,Cluster34,Medoid,df_LatDephtDistance,88090.8905718564,0.1
AtLeastIn1,PG,Cluster34,Medoid,df_AbioticsDistance,84948.3375611987,0.1
AtLeastIn1,PG,Cluster35,Ward,df_LatDephtDistance,105099.560837451,0.1
AtLeastIn1,PG,Cluster35,Ward,df_AbioticsDistance,101828.888806533,0.1
AtLeastIn1,PG,Cluster35,Medoid,df_LatDephtDistance,87054.2635435551,0.1
AtLeastIn1,PG,Cluster35,Medoid,df_AbioticsDistance,83902.8733588977,0.1
AtLeastIn1,PG,Cluster36,Ward,df_LatDephtDistance,104062.93380915,0.1
AtLeastIn1,PG,Cluster36,Ward,df_AbioticsDistance,100783.424604232,0.1
AtLeastIn1,PG,Cluster36,Medoid,df_LatDephtDistance,84835.3035916845,0.1
AtLeastIn1,PG,Cluster36,Medoid,df_AbioticsDistance,82335.8454980834,0.1
AtLeastIn1,PG,Cluster37,Ward,df_LatDephtDistance,98694.5716821035,0.1
AtLeastIn1,PG,Cluster37,Ward,df_AbioticsDistance,96164.1193878785,0.1
AtLeastIn1,PG,Cluster37,Medoid,df_LatDephtDistance,75231.3981320015,0.1
AtLeastIn1,PG,Cluster37,Medoid,df_AbioticsDistance,72796.0405459464,0.1
AtLeastIn1,PG,Cluster38,Ward,df_LatDephtDistance,94446.7369355599,0.1
AtLeastIn1,PG,Cluster38,Ward,df_AbioticsDistance,92475.5769946304,0.1
AtLeastIn1,PG,Cluster38,Medoid,df_LatDephtDistance,75898.0719105943,0.1
AtLeastIn1,PG,Cluster38,Medoid,df_AbioticsDistance,73591.1764819736,0.1
AtLeastIn1,PG,Cluster39,Ward,df_LatDephtDistance,85476.9798996916,0.1
AtLeastIn1,PG,Cluster39,Ward,df_AbioticsDistance,83490.932796665,0.1
AtLeastIn1,PG,Cluster39,Medoid,df_LatDephtDistance,69735.3387430672,0.1
AtLeastIn1,PG,Cluster39,Medoid,df_AbioticsDistance,67367.5872571825,0.1
AtLeastIn1,PG,Cluster40,Ward,df_LatDephtDistance,82975.7597072899,0.1
AtLeastIn1,PG,Cluster40,Ward,df_AbioticsDistance,80970.2699776608,0.1
AtLeastIn1,PG,Cluster40,Medoid,df_LatDephtDistance,67771.7960335793,0.1
AtLeastIn1,PG,Cluster40,Medoid,df_AbioticsDistance,65712.1142273884,0.1
AtLeastIn1,PG,Cluster41,Ward,df_LatDephtDistance,65810.9759387154,0.1
AtLeastIn1,PG,Cluster41,Ward,df_AbioticsDistance,63822.4986796113,0.1
AtLeastIn1,PG,Cluster41,Medoid,df_LatDephtDistance,66269.9125907201,0.1
AtLeastIn1,PG,Cluster41,Medoid,df_AbioticsDistance,64198.0476808078,0.1
AtLeastIn1,PG,Cluster42,Ward,df_LatDephtDistance,65691.2450192573,0.1
AtLeastIn1,PG,Cluster42,Ward,df_AbioticsDistance,63722.652739531,0.1
AtLeastIn1,PG,Cluster42,Medoid,df_LatDephtDistance,64588.1067309819,0.1
AtLeastIn1,PG,Cluster42,Medoid,df_AbioticsDistance,62633.6074264479,0.1
AtLeastIn1,PG,Cluster43,Ward,df_LatDephtDistance,64189.361576398,0.1
AtLeastIn1,PG,Cluster43,Ward,df_AbioticsDistance,62208.5861929504,0.1
AtLeastIn1,PG,Cluster43,Medoid,df_LatDephtDistance,64129.2021469613,0.1
AtLeastIn1,PG,Cluster43,Medoid,df_AbioticsDistance,62171.002097193,0.1
AtLeastIn1,PG,Cluster44,Ward,df_LatDephtDistance,59497.3474251,0.1
AtLeastIn1,PG,Cluster44,Ward,df_AbioticsDistance,57854.7094182412,0.1
AtLeastIn1,PG,Cluster44,Medoid,df_LatDephtDistance,52235.2842685454,0.1
AtLeastIn1,PG,Cluster44,Medoid,df_AbioticsDistance,50446.6712846564,0.1
AtLeastIn1,PG,Cluster45,Ward,df_LatDephtDistance,55112.9209675697,0.1
AtLeastIn1,PG,Cluster45,Ward,df_AbioticsDistance,53476.4568370904,0.1
AtLeastIn1,PG,Cluster45,Medoid,df_LatDephtDistance,49665.1248837997,0.1
AtLeastIn1,PG,Cluster45,Medoid,df_AbioticsDistance,48005.6526583476,0.1
AtLeastIn1,PG,Cluster46,Ward,df_LatDephtDistance,54615.4574490768,0.1
AtLeastIn1,PG,Cluster46,Ward,df_AbioticsDistance,53158.7071462752,0.1
AtLeastIn1,PG,Cluster46,Medoid,df_LatDephtDistance,49509.6461411762,0.1
AtLeastIn1,PG,Cluster46,Medoid,df_AbioticsDistance,47881.4094728702,0.1
AtLeastIn1,PG,Cluster47,Ward,df_LatDephtDistance,53547.5084893449,0.1
AtLeastIn1,PG,Cluster47,Ward,df_AbioticsDistance,52163.437375462,0.1
AtLeastIn1,PG,Cluster47,Medoid,df_LatDephtDistance,42187.4030008003,0.1
AtLeastIn1,PG,Cluster47,Medoid,df_AbioticsDistance,40539.0013860158,0.1
AtLeastIn1,PG,Cluster48,Ward,df_LatDephtDistance,53088.6039053243,0.1
AtLeastIn1,PG,Cluster48,Ward,df_AbioticsDistance,51700.8320462071,0.1
AtLeastIn1,PG,Cluster48,Medoid,df_LatDephtDistance,41220.7684336456,0.1
AtLeastIn1,PG,Cluster48,Medoid,df_AbioticsDistance,39528.3094420902,0.1
AtLeastIn1,PG,Cluster49,Ward,df_LatDephtDistance,49738.0795846411,0.1
AtLeastIn1,PG,Cluster49,Ward,df_AbioticsDistance,48338.6297771915,0.1
AtLeastIn1,PG,Cluster49,Medoid,df_LatDephtDistance,41022.4709431982,0.1
AtLeastIn1,PG,Cluster49,Medoid,df_AbioticsDistance,39364.9094492458,0.1
AtLeastIn1,PG,Cluster50,Ward,df_LatDephtDistance,46993.3070847119,0.1
AtLeastIn1,PG,Cluster50,Ward,df_AbioticsDistance,45696.5372614812,0.1
AtLeastIn1,PG,Cluster50,Medoid,df_LatDephtDistance,40846.8268165037,0.1
AtLeastIn1,PG,Cluster50,Medoid,df_AbioticsDistance,39214.4018047559,0.1
AtLeastIn1,SG1,Cluster01,Ward,df_LatDephtDistance,4727427.47974437,0.1
AtLeastIn1,SG1,Cluster01,Ward,df_AbioticsDistance,4700037.26008162,0.1
AtLeastIn1,SG1,Cluster01,Medoid,df_LatDephtDistance,4727427.47974437,0.1
AtLeastIn1,SG1,Cluster01,Medoid,df_AbioticsDistance,4700037.26008162,0.1
AtLeastIn1,SG1,Cluster02,Ward,df_LatDephtDistance,1893793.85788331,0.1
AtLeastIn1,SG1,Cluster02,Ward,df_AbioticsDistance,1865923.62306422,0.1
AtLeastIn1,SG1,Cluster02,Medoid,df_LatDephtDistance,2057679.11635792,0.1
AtLeastIn1,SG1,Cluster02,Medoid,df_AbioticsDistance,2029761.10672134,0.1
AtLeastIn1,SG1,Cluster03,Ward,df_LatDephtDistance,1265334.30124493,0.1
AtLeastIn1,SG1,Cluster03,Ward,df_AbioticsDistance,1245980.33627593,0.1
AtLeastIn1,SG1,Cluster03,Medoid,df_LatDephtDistance,1361441.04647336,0.1
AtLeastIn1,SG1,Cluster03,Medoid,df_AbioticsDistance,1347258.8460602,0.1
AtLeastIn1,SG1,Cluster04,Ward,df_LatDephtDistance,793827.940872608,0.1
AtLeastIn1,SG1,Cluster04,Ward,df_AbioticsDistance,774218.833099288,0.1
AtLeastIn1,SG1,Cluster04,Medoid,df_LatDephtDistance,767366.066682087,0.1
AtLeastIn1,SG1,Cluster04,Medoid,df_AbioticsDistance,753685.726085413,0.1
AtLeastIn1,SG1,Cluster05,Ward,df_LatDephtDistance,657858.762905438,0.1
AtLeastIn1,SG1,Cluster05,Ward,df_AbioticsDistance,651244.409625746,0.1
AtLeastIn1,SG1,Cluster05,Medoid,df_LatDephtDistance,641633.27069266,0.1
AtLeastIn1,SG1,Cluster05,Medoid,df_AbioticsDistance,630881.815895121,0.1
AtLeastIn1,SG1,Cluster06,Ward,df_LatDephtDistance,622998.65983781,0.1
AtLeastIn1,SG1,Cluster06,Ward,df_AbioticsDistance,617423.483489884,0.1
AtLeastIn1,SG1,Cluster06,Medoid,df_LatDephtDistance,591444.97313725,0.1
AtLeastIn1,SG1,Cluster06,Medoid,df_AbioticsDistance,583506.120365678,0.1
AtLeastIn1,SG1,Cluster07,Ward,df_LatDephtDistance,589307.279202486,0.1
AtLeastIn1,SG1,Cluster07,Ward,df_AbioticsDistance,584947.931624657,0.1
AtLeastIn1,SG1,Cluster07,Medoid,df_LatDephtDistance,416319.247502861,0.1
AtLeastIn1,SG1,Cluster07,Medoid,df_AbioticsDistance,406984.929512721,0.1
AtLeastIn1,SG1,Cluster08,Ward,df_LatDephtDistance,416371.508498577,0.1
AtLeastIn1,SG1,Cluster08,Ward,df_AbioticsDistance,411762.735089271,0.1
AtLeastIn1,SG1,Cluster08,Medoid,df_LatDephtDistance,351012.853194759,0.1
AtLeastIn1,SG1,Cluster08,Medoid,df_AbioticsDistance,341794.517470178,0.1
AtLeastIn1,SG1,Cluster09,Ward,df_LatDephtDistance,373768.293026556,0.1
AtLeastIn1,SG1,Cluster09,Ward,df_AbioticsDistance,369486.30939441,0.1
AtLeastIn1,SG1,Cluster09,Medoid,df_LatDephtDistance,321724.759775014,0.1
AtLeastIn1,SG1,Cluster09,Medoid,df_AbioticsDistance,315664.851299525,0.1
AtLeastIn1,SG1,Cluster10,Ward,df_LatDephtDistance,308473.472911797,0.1
AtLeastIn1,SG1,Cluster10,Ward,df_AbioticsDistance,304168.785983245,0.1
AtLeastIn1,SG1,Cluster10,Medoid,df_LatDephtDistance,265006.024445002,0.1
AtLeastIn1,SG1,Cluster10,Medoid,df_AbioticsDistance,259538.910465826,0.1
AtLeastIn1,SG1,Cluster11,Ward,df_LatDephtDistance,276795.671368744,0.1
AtLeastIn1,SG1,Cluster11,Ward,df_AbioticsDistance,272494.272742189,0.1
AtLeastIn1,SG1,Cluster11,Medoid,df_LatDephtDistance,244240.671654936,0.1
AtLeastIn1,SG1,Cluster11,Medoid,df_AbioticsDistance,239384.490523805,0.1
AtLeastIn1,SG1,Cluster12,Ward,df_LatDephtDistance,268852.732497359,0.1
AtLeastIn1,SG1,Cluster12,Ward,df_AbioticsDistance,265165.591581857,0.1
AtLeastIn1,SG1,Cluster12,Medoid,df_LatDephtDistance,230246.719243761,0.1
AtLeastIn1,SG1,Cluster12,Medoid,df_AbioticsDistance,225828.057919824,0.1
AtLeastIn1,SG1,Cluster13,Ward,df_LatDephtDistance,260553.971319625,0.1
AtLeastIn1,SG1,Cluster13,Ward,df_AbioticsDistance,257779.357401058,0.1
AtLeastIn1,SG1,Cluster13,Medoid,df_LatDephtDistance,220440.774969914,0.1
AtLeastIn1,SG1,Cluster13,Medoid,df_AbioticsDistance,216462.361257939,0.1
AtLeastIn1,SG1,Cluster14,Ward,df_LatDephtDistance,215019.969711534,0.1
AtLeastIn1,SG1,Cluster14,Ward,df_AbioticsDistance,211972.259932401,0.1
AtLeastIn1,SG1,Cluster14,Medoid,df_LatDephtDistance,215744.199343183,0.1
AtLeastIn1,SG1,Cluster14,Medoid,df_AbioticsDistance,212471.540631949,0.1
AtLeastIn1,SG1,Cluster15,Ward,df_LatDephtDistance,209802.254468588,0.1
AtLeastIn1,SG1,Cluster15,Ward,df_AbioticsDistance,206852.310800274,0.1
AtLeastIn1,SG1,Cluster15,Medoid,df_LatDephtDistance,207154.332113425,0.1
AtLeastIn1,SG1,Cluster15,Medoid,df_AbioticsDistance,204126.072393479,0.1
AtLeastIn1,SG1,Cluster16,Ward,df_LatDephtDistance,204925.822530823,0.1
AtLeastIn1,SG1,Cluster16,Ward,df_AbioticsDistance,202513.896563451,0.1
AtLeastIn1,SG1,Cluster16,Medoid,df_LatDephtDistance,189667.15982142,0.1
AtLeastIn1,SG1,Cluster16,Medoid,df_AbioticsDistance,186885.881479082,0.1
AtLeastIn1,SG1,Cluster17,Ward,df_LatDephtDistance,175538.370887266,0.1
AtLeastIn1,SG1,Cluster17,Ward,df_AbioticsDistance,173122.455558043,0.1
AtLeastIn1,SG1,Cluster17,Medoid,df_LatDephtDistance,162912.120937162,0.1
AtLeastIn1,SG1,Cluster17,Medoid,df_AbioticsDistance,160362.776691892,0.1
AtLeastIn1,SG1,Cluster18,Ward,df_LatDephtDistance,156132.678227333,0.1
AtLeastIn1,SG1,Cluster18,Ward,df_AbioticsDistance,153767.208970866,0.1
AtLeastIn1,SG1,Cluster18,Medoid,df_LatDephtDistance,152536.275285552,0.1
AtLeastIn1,SG1,Cluster18,Medoid,df_AbioticsDistance,150135.628642244,0.1
AtLeastIn1,SG1,Cluster19,Ward,df_LatDephtDistance,149800.40174962,0.1
AtLeastIn1,SG1,Cluster19,Ward,df_AbioticsDistance,147952.324381783,0.1
AtLeastIn1,SG1,Cluster19,Medoid,df_LatDephtDistance,144953.586571804,0.1
AtLeastIn1,SG1,Cluster19,Medoid,df_AbioticsDistance,142687.042048438,0.1
AtLeastIn1,SG1,Cluster20,Ward,df_LatDephtDistance,134692.267534454,0.1
AtLeastIn1,SG1,Cluster20,Ward,df_AbioticsDistance,132834.07603107,0.1
AtLeastIn1,SG1,Cluster20,Medoid,df_LatDephtDistance,119634.507797927,0.1
AtLeastIn1,SG1,Cluster20,Medoid,df_AbioticsDistance,117164.395938584,0.1
AtLeastIn1,SG1,Cluster21,Ward,df_LatDephtDistance,127553.217824537,0.1
AtLeastIn1,SG1,Cluster21,Ward,df_AbioticsDistance,125669.724724973,0.1
AtLeastIn1,SG1,Cluster21,Medoid,df_LatDephtDistance,123369.77545604,0.1
AtLeastIn1,SG1,Cluster21,Medoid,df_AbioticsDistance,121095.053406814,0.1
AtLeastIn1,SG1,Cluster22,Ward,df_LatDephtDistance,127025.054260584,0.1
AtLeastIn1,SG1,Cluster22,Ward,df_AbioticsDistance,125184.760325853,0.1
AtLeastIn1,SG1,Cluster22,Medoid,df_LatDephtDistance,114827.544860932,0.1
AtLeastIn1,SG1,Cluster22,Medoid,df_AbioticsDistance,112678.850324207,0.1
AtLeastIn1,SG1,Cluster23,Ward,df_LatDephtDistance,126419.271841567,0.1
AtLeastIn1,SG1,Cluster23,Ward,df_AbioticsDistance,124583.652755276,0.1
AtLeastIn1,SG1,Cluster23,Medoid,df_LatDephtDistance,99836.6196981785,0.1
AtLeastIn1,SG1,Cluster23,Medoid,df_AbioticsDistance,97617.8952208565,0.1
AtLeastIn1,SG1,Cluster24,Ward,df_LatDephtDistance,123110.560060778,0.1
AtLeastIn1,SG1,Cluster24,Ward,df_AbioticsDistance,121372.655053503,0.1
AtLeastIn1,SG1,Cluster24,Medoid,df_LatDephtDistance,89447.6326411573,0.1
AtLeastIn1,SG1,Cluster24,Medoid,df_AbioticsDistance,87224.1134224132,0.1
AtLeastIn1,SG1,Cluster25,Ward,df_LatDephtDistance,116311.900669572,0.1
AtLeastIn1,SG1,Cluster25,Ward,df_AbioticsDistance,114674.455440673,0.1
AtLeastIn1,SG1,Cluster25,Medoid,df_LatDephtDistance,88475.2305400765,0.1
AtLeastIn1,SG1,Cluster25,Medoid,df_AbioticsDistance,86334.0898711892,0.1
AtLeastIn1,SG1,Cluster26,Ward,df_LatDephtDistance,107884.892098755,0.1
AtLeastIn1,SG1,Cluster26,Ward,df_AbioticsDistance,106193.687428494,0.1
AtLeastIn1,SG1,Cluster26,Medoid,df_LatDephtDistance,85823.0756106774,0.1
AtLeastIn1,SG1,Cluster26,Medoid,df_AbioticsDistance,83992.2494741964,0.1
AtLeastIn1,SG1,Cluster27,Ward,df_LatDephtDistance,91458.6914950427,0.1
AtLeastIn1,SG1,Cluster27,Ward,df_AbioticsDistance,89776.148872112,0.1
AtLeastIn1,SG1,Cluster27,Medoid,df_LatDephtDistance,82476.7116599672,0.1
AtLeastIn1,SG1,Cluster27,Medoid,df_AbioticsDistance,80606.7766560999,0.1
